x_k,fx_k,dx_k,delta
-3.5,-0.320585844267301,0.966654070713115,0.331644849983201
-3.16835515001680,0.0153134425207576,1.04171465013940,0.0147002276666730
-3.18305537768347,7.94419293313753e-6,1.04059933354323,7.63424756966558e-6
